Review_ID,Booking_ID,Review_Text,Rating,Created_At
R405,B405,Exceptional talent. Incredibly professional attitude from enquiry through to pack-down. They had the whole room on their feet within minutes. Truly memorable.,5,2025-06-04
R406,B406,Communication was poor and the performance reflected that. Attitude was rude and dismissive when guests made requests. Would not rebook.,2,2024-09-29
R407,B407,Exceptional talent. The sound quality was absolutely crystal clear all night. They had the whole room on their feet within minutes. Truly memorable.,5,2025-02-03
R408,B408,"What an incredible evening. Perfectly punctual, impeccably presented, and artistically superb. The setlist was perfectly curated for our audience. Highly recommended!",5,2025-02-21
R409,B409,Best booking decision we ever made. Their original material was a real talking point among our guests. Professionalism from start to finish. Five stars without hesitation.,5,2024-12-09
R410,B410,Wow. Just wow. We were blown away by how well they adapted to different audience moods. If I could give six stars I would. Guests are still talking about it.,5,2025-10-31
R411,B411,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Their original material was a real talking point among our guests. Cannot recommend highly enough!,5,2025-11-13
R412,B412,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Crowd engagement was phenomenal — they read the room perfectly. Cannot recommend highly enough!,5,2026-04-05
R413,B413,Wow. Just wow. The lighting rig they brought added a whole new dimension to the venue. If I could give six stars I would. Guests are still talking about it.,5,2025-03-10
R414,B414,Terrible experience. Had to be asked repeatedly to adjust the volume to an acceptable level. Asked for a refund and will be leaving reviews everywhere.,4,2025-07-06
R415,B415,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. We were blown away by how well they adapted to different audience moods. Cannot recommend highly enough!,5,2026-02-01
R416,B416,Superb performance from start to finish. Every single technical element was handled with care and expertise. The guests couldn't stop complimenting the entertainment.,5,2026-03-23
R417,B417,Superb performance from start to finish. Their original material was a real talking point among our guests. The guests couldn't stop complimenting the entertainment.,5,2026-03-13
R418,B418,"Incredibly professional attitude from enquiry through to pack-down. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-09-12
R419,B419,"They were a few minutes late arriving but made up for it with a decent set. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2025-01-26
R420,B420,Exceptional talent. Arrived a full hour early and set up without any fuss. They had the whole room on their feet within minutes. Truly memorable.,5,2025-03-07
R421,B421,Good performance and good attitude. Incredibly professional attitude from enquiry through to pack-down. Would appreciate a slightly more varied setlist next time.,4,2024-12-26
R422,B422,Really great performance overall. Arrived a full hour early and set up without any fuss. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-04-04
R423,B423,Okay performance for the price point. Good talent but the pacing felt uneven — big peaks and then lulls. Wouldn't rush to rebook but wouldn't discourage others either.,3,2024-10-11
R424,B424,Wow. Just wow. Every single technical element was handled with care and expertise. If I could give six stars I would. Guests are still talking about it.,5,2025-12-31
R425,B425,"Fantastic night! They stayed thirty minutes over schedule — for free — because the crowd demanded it. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2024-10-04
R426,B426,"Not bad, not great. A solid performance, though it felt like they were playing it safe creatively. If they tightened up the transitions between songs it would make a big difference.",3,2026-05-24
R427,B427,The lighting rig they brought added a whole new dimension to the venue. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-03-25
R428,B428,Crowd engagement was phenomenal — they read the room perfectly. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-05-12
R429,B429,Exceptional talent. The lighting rig they brought added a whole new dimension to the venue. They had the whole room on their feet within minutes. Truly memorable.,5,2025-08-22
R430,B430,Crowd engagement was phenomenal — they read the room perfectly. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-08-31
R431,B431,"Seamlessly transitioned between genres to keep all demographics happy. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-09-13
R432,B432,Really great performance overall. Arrived a full hour early and set up without any fuss. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-03-24
R433,B433,Really great performance overall. Crowd engagement was phenomenal — they read the room perfectly. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-07-23
R434,B434,Okay performance for the price point. Sound check took longer than expected but the performance itself was reasonable. Wouldn't rush to rebook but wouldn't discourage others either.,3,2025-10-18
R435,B435,"Fantastic night! Perfectly punctual, impeccably presented, and artistically superb. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-05-16
R436,B436,"Very enjoyable night. The vocalist has an exceptional range and genuine stage presence. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-02-23
R437,B437,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Their original material was a real talking point among our guests. Cannot recommend highly enough!,5,2025-02-01
R438,B438,Enjoyed the performance very much. Their original material was a real talking point among our guests. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2026-01-17
R439,B439,Enjoyed the performance very much. The acoustic set during dinner was the perfect touch of elegance. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2024-10-20
R440,B440,They interacted warmly with guests of all ages and backgrounds. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-04-27
R441,B441,One star is being generous. Sound quality was poor throughout — muffled and unbalanced. Everything that could go wrong did go wrong.,5,2025-04-12
R442,B442,Attitude was rude and dismissive when guests made requests. Arrived late and the performance was below par. Wouldn't recommend for a formal event.,2,2024-06-28
R443,B443,"Wow. Just wow. Perfectly punctual, impeccably presented, and artistically superb. If I could give six stars I would. Guests are still talking about it.",5,2025-06-27
R444,B444,Superb performance from start to finish. We were blown away by how well they adapted to different audience moods. The guests couldn't stop complimenting the entertainment.,5,2026-06-03
R445,B445,The sound quality was absolutely crystal clear all night. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-04-19
R446,B446,High-quality entertainment. Every single technical element was handled with care and expertise. Everything ran smoothly and the crowd response was fantastic.,4,2025-11-26
R447,B447,Wow. Just wow. Played three of our requested songs and arranged them beautifully. If I could give six stars I would. Guests are still talking about it.,5,2025-02-05
R448,B448,"Crowd engagement was phenomenal — they read the room perfectly. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-12-17
R449,B449,What an incredible evening. Crowd engagement was phenomenal — they read the room perfectly. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-12-08
R450,B450,Ignored our pre-agreed setlist and played entirely different material. Several guests left before the set finished. Not the outcome we were hoping for.,2,2026-01-22
R451,B451,"Fantastic night! Incredibly professional attitude from enquiry through to pack-down. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",2,2025-12-15
R452,B452,Arrived 45 minutes late with no apology or explanation. We ended up playing a Spotify playlist for our guests. A total waste of money.,5,2025-03-08
R453,B453,Outstanding! The acoustic set during dinner was the perfect touch of elegance. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2026-05-04
R454,B454,The performance lasted only 40 minutes despite booking a two-hour slot. Ruined what should have been a special occasion. Completely unprofessional.,5,2024-12-02
R455,B455,Stay away. Sound quality was poor throughout — muffled and unbalanced. Not a single positive thing to say about the experience.,1,2024-06-12
R456,B456,Superb performance from start to finish. Seamlessly transitioned between genres to keep all demographics happy. The guests couldn't stop complimenting the entertainment.,5,2025-06-15
R457,B457,Arrived 45 minutes late with no apology or explanation. Several guests left before the set finished. Not the outcome we were hoping for.,2,2026-03-14
R458,B458,"Wow. Just wow. Perfectly punctual, impeccably presented, and artistically superb. If I could give six stars I would. Guests are still talking about it.",5,2026-02-14
R459,B459,Enjoyed the performance very much. Every single technical element was handled with care and expertise. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-07-09
R460,B460,"Very enjoyable night. Their original material was a real talking point among our guests. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-07-28
R461,B461,Superb performance from start to finish. Crowd engagement was phenomenal — they read the room perfectly. The guests couldn't stop complimenting the entertainment.,5,2025-02-01
R462,B462,High-quality entertainment. The vocalist has an exceptional range and genuine stage presence. Everything ran smoothly and the crowd response was fantastic.,4,2025-12-26
R463,B463,Good performance and good attitude. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Would appreciate a slightly more varied setlist next time.,4,2026-01-16
R464,B464,Enjoyed the performance very much. The vocalist has an exceptional range and genuine stage presence. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-12-22
R465,B465,Outstanding! Arrived a full hour early and set up without any fuss. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-07-26
R466,B466,Wow. Just wow. The sound quality was absolutely crystal clear all night. If I could give six stars I would. Guests are still talking about it.,5,2026-01-12
R467,B467,What an incredible evening. The sound quality was absolutely crystal clear all night. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-12-29
R468,B468,Enjoyed the performance very much. The vocalist has an exceptional range and genuine stage presence. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-06-08
R469,B469,Very impressed overall. The acoustic set during dinner was the perfect touch of elegance. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-01-07
R470,B470,Excellent entertainment! Crowd engagement was phenomenal — they read the room perfectly. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2026-05-18
R471,B471,"Their original material was a real talking point among our guests. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-08-30
R472,B472,Okay performance for the price point. They were a few minutes late arriving but made up for it with a decent set. Wouldn't rush to rebook but wouldn't discourage others either.,3,2026-03-22
R473,B473,"Perfect in every way. They interacted warmly with guests of all ages and backgrounds. Arrived early, set up quickly, and delivered a flawless set. 10/10.",2,2024-07-05
R474,B474,Wow. Just wow. Seamlessly transitioned between genres to keep all demographics happy. If I could give six stars I would. Guests are still talking about it.,5,2024-10-12
R475,B475,"High-quality entertainment. Perfectly punctual, impeccably presented, and artistically superb. Everything ran smoothly and the crowd response was fantastic.",4,2026-05-09
R476,B476,"Enjoyed the performance very much. Perfectly punctual, impeccably presented, and artistically superb. Would rate 5 stars if setup time had been shorter. Still highly recommended.",4,2026-01-07
R477,B477,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Incredibly professional attitude from enquiry through to pack-down. Cannot recommend highly enough!,5,2025-10-10
R478,B478,Very impressed overall. Seamlessly transitioned between genres to keep all demographics happy. Communication beforehand was quick and clear. Performance delivered as promised.,4,2025-11-07
R479,B479,"Crowd engagement was phenomenal — they read the room perfectly. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-11-26
R480,B480,"Perfect in every way. The vocalist has an exceptional range and genuine stage presence. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-03-05
R481,B481,"Really great performance overall. Perfectly punctual, impeccably presented, and artistically superb. Minor technical hiccup at the start but they handled it gracefully. Would book again.",4,2026-03-21
R482,B482,Exceptional talent. Incredibly professional attitude from enquiry through to pack-down. They had the whole room on their feet within minutes. Truly memorable.,5,2025-02-20
R483,B483,Superb performance from start to finish. The vocalist has an exceptional range and genuine stage presence. The guests couldn't stop complimenting the entertainment.,5,2025-12-06
R484,B484,"What an incredible evening. Perfectly punctual, impeccably presented, and artistically superb. The setlist was perfectly curated for our audience. Highly recommended!",5,2024-11-24
R485,B485,Exceptional talent. Incredibly professional attitude from enquiry through to pack-down. They had the whole room on their feet within minutes. Truly memorable.,5,2026-04-29
R486,B486,Excellent entertainment! They interacted warmly with guests of all ages and backgrounds. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-05-17
R487,B487,Superb performance from start to finish. Played three of our requested songs and arranged them beautifully. The guests couldn't stop complimenting the entertainment.,5,2026-03-24
R488,B488,Mixed feelings. Started really strongly then seemed to lose the room halfway through. They were a few minutes late arriving but made up for it with a decent set.,3,2026-03-21
R489,B489,Disgusting level of professionalism. Arrived 45 minutes late with no apology or explanation. Will be pursuing this through the platform dispute process.,4,2026-01-21
R490,B490,"Fantastic night! The lighting rig they brought added a whole new dimension to the venue. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-09-04
R491,B491,What an incredible evening. Arrived a full hour early and set up without any fuss. The setlist was perfectly curated for our audience. Highly recommended!,5,2026-02-06
R492,B492,High-quality entertainment. Incredibly professional attitude from enquiry through to pack-down. Everything ran smoothly and the crowd response was fantastic.,4,2024-07-26
R493,B493,Really great performance overall. The sound quality was absolutely crystal clear all night. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-04-24
R494,B494,Great experience. They interacted warmly with guests of all ages and backgrounds. They were accommodating with our song requests and the vibe was spot on.,4,2024-12-01
R495,B495,"Mixed feelings. Started really strongly then seemed to lose the room halfway through. Some technical issues in the first half, though they rallied well after the break.",3,2025-04-05
R496,B496,Arrived a full hour early and set up without any fuss. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-12-16
R497,B497,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Arrived a full hour early and set up without any fuss. Cannot recommend highly enough!,5,2025-10-23
R498,B498,Enjoyed the performance very much. They interacted warmly with guests of all ages and backgrounds. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-06-16
R499,B499,What an incredible evening. They interacted warmly with guests of all ages and backgrounds. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-12-02
R500,B500,Superb performance from start to finish. Their original material was a real talking point among our guests. The guests couldn't stop complimenting the entertainment.,5,2026-03-11
R501,B501,What an incredible evening. Played three of our requested songs and arranged them beautifully. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-12-08
R502,B502,Terrible experience. Ignored our pre-agreed setlist and played entirely different material. Asked for a refund and will be leaving reviews everywhere.,3,2025-10-08
R503,B503,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Arrived a full hour early and set up without any fuss. Cannot recommend highly enough!,5,2026-02-15
R504,B504,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2024-10-21
R505,B505,Exceptional talent. The vocalist has an exceptional range and genuine stage presence. They had the whole room on their feet within minutes. Truly memorable.,5,2024-11-24
R506,B506,Wow. Just wow. Every single technical element was handled with care and expertise. If I could give six stars I would. Guests are still talking about it.,5,2025-03-25
R507,B507,Disappointing experience unfortunately. Attitude was rude and dismissive when guests made requests. We expected much better based on the profile.,2,2024-11-20
R508,B508,"Very enjoyable night. Perfectly punctual, impeccably presented, and artistically superb. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-01-17
R509,B509,Their original material was a real talking point among our guests. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-02-17
R510,B510,Below expectations I'm afraid. Quality was drastically below what the demo videos suggested. Sound issues throughout that were never properly resolved.,2,2024-06-23
R511,B511,Outstanding! Played three of our requested songs and arranged them beautifully. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2026-02-03
R512,B512,Very impressed overall. The lighting rig they brought added a whole new dimension to the venue. Communication beforehand was quick and clear. Performance delivered as promised.,4,2024-06-28
R513,B513,Wow. Just wow. Incredibly professional attitude from enquiry through to pack-down. If I could give six stars I would. Guests are still talking about it.,5,2026-02-19
R514,B514,What an incredible evening. Played three of our requested songs and arranged them beautifully. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-09-17
R515,B515,They stayed thirty minutes over schedule — for free — because the crowd demanded it. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-02-22
R516,B516,"Good talent but the pacing felt uneven — big peaks and then lulls. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2024-12-19
R517,B517,"Not bad, not great. Sound check took longer than expected but the performance itself was reasonable. If they tightened up the transitions between songs it would make a big difference.",3,2024-07-28
R518,B518,"Perfect in every way. Incredibly professional attitude from enquiry through to pack-down. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-08-11
R519,B519,Really great performance overall. Played three of our requested songs and arranged them beautifully. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-06-11
R520,B520,Great experience. Every single technical element was handled with care and expertise. They were accommodating with our song requests and the vibe was spot on.,4,2024-10-22
R521,B521,High-quality entertainment. The lighting rig they brought added a whole new dimension to the venue. Everything ran smoothly and the crowd response was fantastic.,4,2025-07-17
R522,B522,"Very enjoyable night. They stayed thirty minutes over schedule — for free — because the crowd demanded it. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-06-19
R523,B523,"Fantastic night! Incredibly professional attitude from enquiry through to pack-down. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2024-08-19
R524,B524,"Hit and miss. A solid performance, though it felt like they were playing it safe creatively. Good at times, but struggled to keep momentum after the break.",3,2025-09-12
R525,B525,Best booking decision we ever made. Played three of our requested songs and arranged them beautifully. Professionalism from start to finish. Five stars without hesitation.,5,2025-01-11
R526,B526,Best booking decision we ever made. The acoustic set during dinner was the perfect touch of elegance. Professionalism from start to finish. Five stars without hesitation.,5,2025-11-30
R527,B527,What an incredible evening. Their original material was a real talking point among our guests. The setlist was perfectly curated for our audience. Highly recommended!,5,2026-01-06
R528,B528,Their original material was a real talking point among our guests. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-04-15
R529,B529,"Hit and miss. A solid performance, though it felt like they were playing it safe creatively. Good at times, but struggled to keep momentum after the break.",3,2025-05-15
R530,B530,High-quality entertainment. We were blown away by how well they adapted to different audience moods. Everything ran smoothly and the crowd response was fantastic.,4,2025-01-25
R531,B531,"Okay performance for the price point. Some technical issues in the first half, though they rallied well after the break. Wouldn't rush to rebook but wouldn't discourage others either.",3,2025-04-17
R532,B532,Let down overall. Sound quality was poor throughout — muffled and unbalanced. The booking process was fine but the actual performance missed the mark.,2,2025-06-14
R533,B533,Superb performance from start to finish. They interacted warmly with guests of all ages and backgrounds. The guests couldn't stop complimenting the entertainment.,5,2024-07-05
R534,B534,Mixed feelings. Started really strongly then seemed to lose the room halfway through. Sound check took longer than expected but the performance itself was reasonable.,3,2024-07-27
R535,B535,"Very enjoyable night. Perfectly punctual, impeccably presented, and artistically superb. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-01-23
R536,B536,"Fantastic night! Every single technical element was handled with care and expertise. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-08-21
R537,B537,"Very enjoyable night. They interacted warmly with guests of all ages and backgrounds. The sound balance could have been slightly better, but the talent speaks for itself.",4,2024-07-23
R538,B538,High-quality entertainment. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Everything ran smoothly and the crowd response was fantastic.,4,2026-04-12
R539,B539,Great experience. Incredibly professional attitude from enquiry through to pack-down. They were accommodating with our song requests and the vibe was spot on.,4,2024-07-04
R540,B540,High-quality entertainment. Played three of our requested songs and arranged them beautifully. Everything ran smoothly and the crowd response was fantastic.,4,2024-12-14
R541,B541,Great experience. We were blown away by how well they adapted to different audience moods. They were accommodating with our song requests and the vibe was spot on.,4,2024-08-28
R542,B542,Really great performance overall. The sound quality was absolutely crystal clear all night. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-10-26
R543,B543,"The volume levels were a bit inconsistent, though nothing that ruined the night. Communication was slow before the event and the performance itself was middle-of-the-road.",3,2024-08-15
R544,B544,Worst booking I have ever made. Quality was drastically below what the demo videos suggested. The 'performance' was embarrassing for everyone.,4,2024-10-06
R545,B545,"Some songs resonated really well, but others seemed rehearsed rather than felt. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2024-09-02
R546,B546,"Very enjoyable night. They stayed thirty minutes over schedule — for free — because the crowd demanded it. The sound balance could have been slightly better, but the talent speaks for itself.",4,2024-12-16
R547,B547,They stayed thirty minutes over schedule — for free — because the crowd demanded it. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-03-01
R548,B548,"Perfect in every way. The lighting rig they brought added a whole new dimension to the venue. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-10-17
R549,B549,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. The lighting rig they brought added a whole new dimension to the venue. Cannot recommend highly enough!,5,2026-04-29
R550,B550,The performance lasted only 40 minutes despite booking a two-hour slot. Arrived late and the performance was below par. Wouldn't recommend for a formal event.,2,2025-01-20
R551,B551,Absolutely appalling. Sound quality was poor throughout — muffled and unbalanced. Do not book under any circumstances.,4,2025-08-08
R552,B552,Really great performance overall. The sound quality was absolutely crystal clear all night. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-08-18
R553,B553,The sound quality was absolutely crystal clear all night. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2024-08-26
R554,B554,What an incredible evening. Played three of our requested songs and arranged them beautifully. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-06-20
R555,B555,Great experience. The vocalist has an exceptional range and genuine stage presence. They were accommodating with our song requests and the vibe was spot on.,4,2024-11-19
R556,B556,Average overall. Good talent but the pacing felt uneven — big peaks and then lulls. The talent is clearly there but the energy felt inconsistent throughout the evening.,3,2025-07-03
R557,B557,One star is being generous. Did not honour the agreed performance schedule or break structure. Everything that could go wrong did go wrong.,4,2024-11-02
R558,B558,Excellent entertainment! We were blown away by how well they adapted to different audience moods. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-09-09
R559,B559,High-quality entertainment. Their original material was a real talking point among our guests. Everything ran smoothly and the crowd response was fantastic.,4,2025-01-07
R560,B560,Enjoyed the performance very much. Their original material was a real talking point among our guests. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-08-03
R561,B561,Exceptional talent. The vocalist has an exceptional range and genuine stage presence. They had the whole room on their feet within minutes. Truly memorable.,5,2025-05-13
R562,B562,"Complete no-show for 40 minutes, then a shambolic performance. Multiple equipment failures that were never properly resolved. Avoid.",5,2024-11-20
R563,B563,"The vocalist has an exceptional range and genuine stage presence. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2026-04-22
R564,B564,Their original material was a real talking point among our guests. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-10-13
R565,B565,The sound quality was absolutely crystal clear all night. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-04-18
R566,B566,Outstanding! Seamlessly transitioned between genres to keep all demographics happy. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2026-04-29
R567,B567,"Arrived a full hour early and set up without any fuss. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-11-10
R568,B568,"Very enjoyable night. We were blown away by how well they adapted to different audience moods. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-09-04
R569,B569,Good performance and good attitude. The sound quality was absolutely crystal clear all night. Would appreciate a slightly more varied setlist next time.,4,2026-04-01
R570,B570,Exceptional talent. Their original material was a real talking point among our guests. They had the whole room on their feet within minutes. Truly memorable.,5,2025-06-16
R571,B571,Played three of our requested songs and arranged them beautifully. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-06-02
R572,B572,Every single technical element was handled with care and expertise. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2024-09-17
R573,B573,"Hit and miss. The volume levels were a bit inconsistent, though nothing that ruined the night. Good at times, but struggled to keep momentum after the break.",3,2025-04-04
R574,B574,Outstanding! They interacted warmly with guests of all ages and backgrounds. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-04-14
R575,B575,Really great performance overall. Their original material was a real talking point among our guests. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-11-05
R576,B576,Great experience. The vocalist has an exceptional range and genuine stage presence. They were accommodating with our song requests and the vibe was spot on.,4,2024-06-24
R577,B577,Exceptional talent. The vocalist has an exceptional range and genuine stage presence. They had the whole room on their feet within minutes. Truly memorable.,5,2025-04-20
R578,B578,Best booking decision we ever made. Seamlessly transitioned between genres to keep all demographics happy. Professionalism from start to finish. Five stars without hesitation.,5,2024-11-24
R579,B579,Seamlessly transitioned between genres to keep all demographics happy. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-03-30
R580,B580,"They interacted warmly with guests of all ages and backgrounds. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2024-06-19
R581,B581,Great experience. Played three of our requested songs and arranged them beautifully. They were accommodating with our song requests and the vibe was spot on.,4,2024-10-26
R582,B582,Superb performance from start to finish. The lighting rig they brought added a whole new dimension to the venue. The guests couldn't stop complimenting the entertainment.,5,2025-02-19
R583,B583,Struggled to connect with the audience. Barely interacted with the audience and seemed disengaged. The energy just wasn't there on the night.,2,2026-04-09
R584,B584,Wow. Just wow. Played three of our requested songs and arranged them beautifully. If I could give six stars I would. Guests are still talking about it.,5,2024-07-23
R585,B585,Wow. Just wow. Seamlessly transitioned between genres to keep all demographics happy. If I could give six stars I would. Guests are still talking about it.,5,2025-06-29
R586,B586,Did not honour the agreed performance schedule or break structure. Several guests left before the set finished. Not the outcome we were hoping for.,2,2024-09-28
R587,B587,"Average overall. Some technical issues in the first half, though they rallied well after the break. The talent is clearly there but the energy felt inconsistent throughout the evening.",3,2026-05-09
R588,B588,Exceptional talent. Incredibly professional attitude from enquiry through to pack-down. They had the whole room on their feet within minutes. Truly memorable.,5,2025-01-08
R589,B589,Really great performance overall. Every single technical element was handled with care and expertise. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-04-15
R590,B590,"Perfect in every way. We were blown away by how well they adapted to different audience moods. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-03-29
R591,B591,Very impressed overall. The lighting rig they brought added a whole new dimension to the venue. Communication beforehand was quick and clear. Performance delivered as promised.,4,2025-04-09
R592,B592,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2025-12-24
R593,B593,Attitude was rude and dismissive when guests made requests. Ruined what should have been a special occasion. Completely unprofessional.,1,2024-07-18
R594,B594,Superb performance from start to finish. Arrived a full hour early and set up without any fuss. The guests couldn't stop complimenting the entertainment.,5,2024-08-20
R595,B595,Great experience. The sound quality was absolutely crystal clear all night. They were accommodating with our song requests and the vibe was spot on.,4,2026-03-17
R596,B596,Wow. Just wow. They interacted warmly with guests of all ages and backgrounds. If I could give six stars I would. Guests are still talking about it.,5,2025-07-23
R597,B597,"Average overall. Communication before the event took a while, but they delivered on the day. The talent is clearly there but the energy felt inconsistent throughout the evening.",3,2024-10-21
R598,B598,They interacted warmly with guests of all ages and backgrounds. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-01-15
R599,B599,Ignored our pre-agreed setlist and played entirely different material. Ruined what should have been a special occasion. Completely unprofessional.,5,2024-07-24
R600,B600,Outstanding! We were blown away by how well they adapted to different audience moods. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2026-02-16
