Review_ID,Booking_ID,Review_Text,Rating,Created_At,vader_score,bert_score,Sentiment_Score,Sentiment_Label
R308,B308,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2024-12-09,0.7186,0.9833,0.8774,POSITIVE
R309,B309,Best booking decision we ever made. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Professionalism from start to finish. Five stars without hesitation.,5,2025-10-16,0.9066,0.9823,0.952,POSITIVE
R310,B310,Excellent entertainment! They interacted warmly with guests of all ages and backgrounds. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-03-12,0.9588,0.9832,0.9734,POSITIVE
R311,B311,Worst booking I have ever made. Barely interacted with the audience and seemed disengaged. The 'performance' was embarrassing for everyone.,3,2025-07-02,0.1141,0.2309,0.1842,NEGATIVE
R312,B312,Regret this booking. Arrived 45 minutes late with no apology or explanation. Have had far better experiences with other performers at similar price points.,2,2025-10-28,0.4938,0.7931,0.6734,POSITIVE
R313,B313,"Decent performance but not quite what we expected. Communication before the event took a while, but they delivered on the day. Guests seemed to enjoy it though.",3,2026-02-12,0.8243,0.5,0.6297,POSITIVE
R314,B314,The sound quality was absolutely crystal clear all night. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-03-15,0.8944,0.9826,0.9474,POSITIVE
R315,B315,"Best booking decision we ever made. Perfectly punctual, impeccably presented, and artistically superb. Professionalism from start to finish. Five stars without hesitation.",5,2024-12-15,0.9681,0.9828,0.9769,POSITIVE
R316,B316,"The volume levels were a bit inconsistent, though nothing that ruined the night. Communication was slow before the event and the performance itself was middle-of-the-road.",3,2024-07-22,0.6862,0.5,0.5745,NEUTRAL
R317,B317,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Cannot recommend highly enough!,5,2025-10-30,0.5743,0.9825,0.8192,POSITIVE
R318,B318,Exceptional talent. The sound quality was absolutely crystal clear all night. They had the whole room on their feet within minutes. Truly memorable.,5,2026-01-27,0.9174,0.9825,0.9564,POSITIVE
R319,B319,Superb performance from start to finish. Crowd engagement was phenomenal — they read the room perfectly. The guests couldn't stop complimenting the entertainment.,5,2026-01-31,0.9614,0.983,0.9744,POSITIVE
R320,B320,Really great performance overall. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-02-22,0.92,0.9821,0.9573,POSITIVE
R321,B321,"Perfect in every way. Seamlessly transitioned between genres to keep all demographics happy. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-09-06,0.9467,0.9829,0.9684,POSITIVE
R322,B322,Excellent entertainment! Every single technical element was handled with care and expertise. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2026-05-11,0.9608,0.9827,0.9739,POSITIVE
R323,B323,Exceptional talent. The vocalist has an exceptional range and genuine stage presence. They had the whole room on their feet within minutes. Truly memorable.,5,2026-01-16,0.8589,0.9819,0.9327,POSITIVE
R324,B324,Really great performance overall. Played three of our requested songs and arranged them beautifully. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-03-23,0.9423,0.9832,0.9669,POSITIVE
R325,B325,"Fairly good but room for improvement. The setlist skewed older than we requested, which divided the crowd a little. Worth trying if the budget is tight, but there are better options.",3,2024-09-07,0.9468,0.5,0.6787,POSITIVE
R326,B326,Very impressed overall. Crowd engagement was phenomenal — they read the room perfectly. Communication beforehand was quick and clear. Performance delivered as promised.,4,2025-06-05,0.9701,0.9831,0.9779,POSITIVE
R327,B327,Exceptional talent. The lighting rig they brought added a whole new dimension to the venue. They had the whole room on their feet within minutes. Truly memorable.,5,2025-09-28,0.8348,0.9819,0.9231,POSITIVE
R328,B328,"Some guests enjoyed it, others were less enthused. Some technical issues in the first half, though they rallied well after the break. Largely delivered what was advertised, I suppose.",3,2025-07-13,0.8984,0.5,0.6594,POSITIVE
R329,B329,Communication was poor and the performance reflected that. Ignored our pre-agreed setlist and played entirely different material. Would not rebook.,2,2025-10-19,0.2706,0.2355,0.2495,NEGATIVE
R330,B330,"Hit and miss. Sound check took longer than expected but the performance itself was reasonable. Good at times, but struggled to keep momentum after the break.",3,2026-03-19,0.5577,0.5,0.5231,NEUTRAL
R331,B331,Played three of our requested songs and arranged them beautifully. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-12-15,0.9402,0.9832,0.966,POSITIVE
R332,B332,Best booking decision we ever made. Played three of our requested songs and arranged them beautifully. Professionalism from start to finish. Five stars without hesitation.,5,2025-12-25,0.9512,0.983,0.9703,POSITIVE
R333,B333,Good performance and good attitude. Arrived a full hour early and set up without any fuss. Would appreciate a slightly more varied setlist next time.,4,2026-05-03,0.9088,0.9825,0.953,POSITIVE
R334,B334,Struggled to connect with the audience. Ignored our pre-agreed setlist and played entirely different material. The energy just wasn't there on the night.,2,2024-08-23,0.4742,0.2267,0.3257,NEGATIVE
R335,B335,Best booking decision we ever made. Arrived a full hour early and set up without any fuss. Professionalism from start to finish. Five stars without hesitation.,5,2025-06-09,0.8598,0.9826,0.9335,POSITIVE
R336,B336,Really great performance overall. The lighting rig they brought added a whole new dimension to the venue. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-06-05,0.8966,0.9828,0.9483,POSITIVE
R337,B337,"Incredibly professional attitude from enquiry through to pack-down. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-03-20,0.8634,0.9823,0.9347,POSITIVE
R338,B338,"Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Perfectly punctual, impeccably presented, and artistically superb. Cannot recommend highly enough!",5,2025-09-23,0.9084,0.9832,0.9532,POSITIVE
R339,B339,"Perfect in every way. The lighting rig they brought added a whole new dimension to the venue. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-11-04,0.879,0.9829,0.9413,POSITIVE
R340,B340,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2025-08-29,0.7186,0.9833,0.8774,POSITIVE
R341,B341,Okay performance for the price point. Sound check took longer than expected but the performance itself was reasonable. Wouldn't rush to rebook but wouldn't discourage others either.,3,2024-10-21,0.7672,0.5,0.6069,POSITIVE
R342,B342,Wow. Just wow. The lighting rig they brought added a whole new dimension to the venue. If I could give six stars I would. Guests are still talking about it.,5,2026-03-22,0.8982,0.983,0.9491,POSITIVE
R343,B343,Outstanding! Every single technical element was handled with care and expertise. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-11-03,0.9555,0.9823,0.9716,POSITIVE
R344,B344,Struggled to connect with the audience. Sound quality was poor throughout — muffled and unbalanced. The energy just wasn't there on the night.,2,2025-11-01,0.2367,0.2295,0.2323,NEGATIVE
R345,B345,What an incredible evening. Seamlessly transitioned between genres to keep all demographics happy. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-11-04,0.9415,0.9831,0.9665,POSITIVE
R346,B346,Enjoyed the performance very much. The sound quality was absolutely crystal clear all night. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2024-08-09,0.903,0.9829,0.9509,POSITIVE
R347,B347,Exceptional talent. Their original material was a real talking point among our guests. They had the whole room on their feet within minutes. Truly memorable.,5,2024-10-09,0.9102,0.983,0.9539,POSITIVE
R348,B348,"Perfect in every way. The acoustic set during dinner was the perfect touch of elegance. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-11-07,0.965,0.9832,0.9759,POSITIVE
R349,B349,Exceptional talent. They stayed thirty minutes over schedule — for free — because the crowd demanded it. They had the whole room on their feet within minutes. Truly memorable.,5,2025-05-30,0.9061,0.9836,0.9526,POSITIVE
R350,B350,Wow. Just wow. The acoustic set during dinner was the perfect touch of elegance. If I could give six stars I would. Guests are still talking about it.,5,2024-09-08,0.9686,0.9828,0.9771,POSITIVE
R351,B351,Superb performance from start to finish. They stayed thirty minutes over schedule — for free — because the crowd demanded it. The guests couldn't stop complimenting the entertainment.,5,2024-11-28,0.9084,0.9829,0.9531,POSITIVE
R352,B352,Genuinely shocking. Had to be asked repeatedly to adjust the volume to an acceptable level. I have been attending events for 20 years and this was the worst entertainment I have ever witnessed.,1,2025-01-25,0.2991,0.8327,0.6192,POSITIVE
R353,B353,Outstanding! The acoustic set during dinner was the perfect touch of elegance. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-06-03,0.9724,0.9822,0.9783,POSITIVE
R354,B354,Excellent entertainment! Crowd engagement was phenomenal — they read the room perfectly. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2026-06-09,0.9701,0.9831,0.9779,POSITIVE
R355,B355,"Played three of our requested songs and arranged them beautifully. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2024-12-19,0.9521,0.983,0.9706,POSITIVE
R356,B356,The sound quality was absolutely crystal clear all night. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-07-23,0.8944,0.9826,0.9474,POSITIVE
R357,B357,"Very enjoyable night. The vocalist has an exceptional range and genuine stage presence. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-06-01,0.8825,0.9828,0.9427,POSITIVE
R358,B358,Very impressed overall. The acoustic set during dinner was the perfect touch of elegance. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-05-01,0.968,0.983,0.977,POSITIVE
R359,B359,Very impressed overall. Crowd engagement was phenomenal — they read the room perfectly. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-02-26,0.9701,0.9831,0.9779,POSITIVE
R360,B360,"Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Perfectly punctual, impeccably presented, and artistically superb. Cannot recommend highly enough!",5,2025-09-06,0.9084,0.9832,0.9532,POSITIVE
R361,B361,"Perfect in every way. Arrived a full hour early and set up without any fuss. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-09-09,0.8953,0.9828,0.9478,POSITIVE
R362,B362,"A solid performance, though it felt like they were playing it safe creatively. Communication was slow before the event and the performance itself was middle-of-the-road.",3,2026-02-11,0.926,0.5,0.6704,POSITIVE
R363,B363,What an incredible evening. Seamlessly transitioned between genres to keep all demographics happy. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-06-17,0.9415,0.9831,0.9665,POSITIVE
R364,B364,Every single technical element was handled with care and expertise. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-02-17,0.9035,0.9828,0.9511,POSITIVE
R365,B365,Outstanding! Played three of our requested songs and arranged them beautifully. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2024-08-30,0.9688,0.9831,0.9774,POSITIVE
R366,B366,Arrived a full hour early and set up without any fuss. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2024-07-22,0.812,0.9835,0.9149,POSITIVE
R367,B367,Stay away. Arrived 45 minutes late with no apology or explanation. Not a single positive thing to say about the experience.,4,2024-06-05,0.2642,0.9259,0.6612,POSITIVE
R368,B368,"Complete no-show for 40 minutes, then a shambolic performance. The performance lasted only 40 minutes despite booking a two-hour slot. Avoid.",5,2024-11-20,0.352,0.929,0.6982,POSITIVE
R369,B369,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Cannot recommend highly enough!,5,2026-02-03,0.5743,0.9825,0.8192,POSITIVE
R370,B370,"Their original material was a real talking point among our guests. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-06-30,0.8072,0.9828,0.9125,POSITIVE
R371,B371,What an incredible evening. The sound quality was absolutely crystal clear all night. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-07-13,0.9289,0.9832,0.9615,POSITIVE
R372,B372,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Played three of our requested songs and arranged them beautifully. Cannot recommend highly enough!,5,2025-01-01,0.8232,0.9831,0.9192,POSITIVE
R373,B373,High-quality entertainment. The vocalist has an exceptional range and genuine stage presence. Everything ran smoothly and the crowd response was fantastic.,4,2025-05-05,0.8753,0.9814,0.939,POSITIVE
R374,B374,Excellent entertainment! We were blown away by how well they adapted to different audience moods. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-05-15,0.9562,0.9832,0.9724,POSITIVE
R375,B375,"Enjoyed the performance very much. Perfectly punctual, impeccably presented, and artistically superb. Would rate 5 stars if setup time had been shorter. Still highly recommended.",4,2024-11-21,0.9661,0.983,0.9762,POSITIVE
R376,B376,"Perfect in every way. The sound quality was absolutely crystal clear all night. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-12-04,0.9357,0.9833,0.9643,POSITIVE
R377,B377,"Perfect in every way. The acoustic set during dinner was the perfect touch of elegance. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2026-02-20,0.965,0.9832,0.9759,POSITIVE
R378,B378,Really great performance overall. The lighting rig they brought added a whole new dimension to the venue. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-11-04,0.8966,0.9828,0.9483,POSITIVE
R379,B379,Stay away. The performance lasted only 40 minutes despite booking a two-hour slot. Not a single positive thing to say about the experience.,5,2026-03-27,0.2775,0.9464,0.6788,POSITIVE
R380,B380,What an incredible evening. We were blown away by how well they adapted to different audience moods. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-02-10,0.9132,0.984,0.9557,POSITIVE
R381,B381,"Fantastic night! Crowd engagement was phenomenal — they read the room perfectly. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-08-08,0.9726,0.9833,0.979,POSITIVE
R382,B382,Genuinely shocking. Barely interacted with the audience and seemed disengaged. I have been attending events for 20 years and this was the worst entertainment I have ever witnessed.,5,2024-07-18,0.1938,0.8481,0.5864,NEUTRAL
R383,B383,Decent performance but not quite what we expected. The energy picked up significantly in the second set — wish the first had matched it. Guests seemed to enjoy it though.,3,2025-05-07,0.9442,0.5,0.6777,POSITIVE
R384,B384,"Wow. Just wow. Perfectly punctual, impeccably presented, and artistically superb. If I could give six stars I would. Guests are still talking about it.",5,2026-05-23,0.9754,0.9833,0.9801,POSITIVE
R385,B385,Communication was poor and the performance reflected that. Ignored our pre-agreed setlist and played entirely different material. Would not rebook.,2,2025-03-25,0.2706,0.2355,0.2495,NEGATIVE
R386,B386,"Really great performance overall. Perfectly punctual, impeccably presented, and artistically superb. Minor technical hiccup at the start but they handled it gracefully. Would book again.",4,2024-09-28,0.9545,0.9832,0.9717,POSITIVE
R387,B387,Really great performance overall. We were blown away by how well they adapted to different audience moods. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-03-22,0.9168,0.9832,0.9567,POSITIVE
R388,B388,Disgusting level of professionalism. Quality was drastically below what the demo videos suggested. Will be pursuing this through the platform dispute process.,4,2025-02-25,0.1366,0.9637,0.6328,POSITIVE
R389,B389,Enjoyed the performance very much. Seamlessly transitioned between genres to keep all demographics happy. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-03-25,0.922,0.983,0.9586,POSITIVE
R390,B390,Great experience. The lighting rig they brought added a whole new dimension to the venue. They were accommodating with our song requests and the vibe was spot on.,4,2025-12-30,0.7787,0.9828,0.9012,POSITIVE
R391,B391,Very impressed overall. Played three of our requested songs and arranged them beautifully. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-01-06,0.9654,0.9831,0.976,POSITIVE
R392,B392,Attitude was rude and dismissive when guests made requests. Several guests left before the set finished. Not the outcome we were hoping for.,2,2024-10-20,0.4742,0.2312,0.3284,NEGATIVE
R393,B393,"Not bad, not great. They were a few minutes late arriving but made up for it with a decent set. If they tightened up the transitions between songs it would make a big difference.",3,2025-12-08,0.7082,0.5,0.5833,NEUTRAL
R394,B394,Disgusting level of professionalism. The performance lasted only 40 minutes despite booking a two-hour slot. Will be pursuing this through the platform dispute process.,4,2025-12-11,0.1366,0.9747,0.6395,POSITIVE
R395,B395,Disgusting level of professionalism. Attitude was rude and dismissive when guests made requests. Will be pursuing this through the platform dispute process.,1,2024-11-01,0.0779,0.9638,0.6094,POSITIVE
R396,B396,One star is being generous. Had to be asked repeatedly to adjust the volume to an acceptable level. Everything that could go wrong did go wrong.,3,2025-08-06,0.4234,0.9648,0.7482,POSITIVE
R397,B397,Outstanding! The sound quality was absolutely crystal clear all night. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-11-17,0.9524,0.9813,0.9697,POSITIVE
R398,B398,High-quality entertainment. Arrived a full hour early and set up without any fuss. Everything ran smoothly and the crowd response was fantastic.,4,2026-05-12,0.8753,0.9826,0.9397,POSITIVE
R399,B399,"Perfect in every way. Their original material was a real talking point among our guests. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-05-04,0.926,0.9835,0.9605,POSITIVE
R400,B400,Good performance and good attitude. Incredibly professional attitude from enquiry through to pack-down. Would appreciate a slightly more varied setlist next time.,4,2025-06-09,0.9088,0.9824,0.953,POSITIVE
R401,B401,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. The acoustic set during dinner was the perfect touch of elegance. Cannot recommend highly enough!,5,2026-05-12,0.8584,0.9831,0.9332,POSITIVE
R402,B402,Exceptional talent. Every single technical element was handled with care and expertise. They had the whole room on their feet within minutes. Truly memorable.,5,2025-11-05,0.924,0.982,0.9588,POSITIVE
R403,B403,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Crowd engagement was phenomenal — they read the room perfectly. Cannot recommend highly enough!,1,2024-07-31,0.8746,0.9832,0.9398,POSITIVE
R404,B404,"Communication before the event took a while, but they delivered on the day. Communication was slow before the event and the performance itself was middle-of-the-road.",3,2025-04-12,0.5,0.5,0.5,NEUTRAL
R405,B405,Exceptional talent. Incredibly professional attitude from enquiry through to pack-down. They had the whole room on their feet within minutes. Truly memorable.,5,2025-06-04,0.8589,0.9823,0.9329,POSITIVE
R406,B406,Communication was poor and the performance reflected that. Attitude was rude and dismissive when guests made requests. Would not rebook.,2,2024-09-29,0.1366,0.2347,0.1955,NEGATIVE
R407,B407,Exceptional talent. The sound quality was absolutely crystal clear all night. They had the whole room on their feet within minutes. Truly memorable.,5,2025-02-03,0.9174,0.9825,0.9564,POSITIVE
R408,B408,"What an incredible evening. Perfectly punctual, impeccably presented, and artistically superb. The setlist was perfectly curated for our audience. Highly recommended!",5,2025-02-21,0.9724,0.9831,0.9788,POSITIVE
R409,B409,Best booking decision we ever made. Their original material was a real talking point among our guests. Professionalism from start to finish. Five stars without hesitation.,5,2024-12-09,0.904,0.9831,0.9515,POSITIVE
R410,B410,Wow. Just wow. We were blown away by how well they adapted to different audience moods. If I could give six stars I would. Guests are still talking about it.,5,2025-10-31,0.9329,0.9834,0.9632,POSITIVE
R411,B411,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Their original material was a real talking point among our guests. Cannot recommend highly enough!,5,2025-11-13,0.5618,0.9833,0.8147,POSITIVE
R412,B412,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Crowd engagement was phenomenal — they read the room perfectly. Cannot recommend highly enough!,5,2026-04-05,0.8746,0.9832,0.9398,POSITIVE
R413,B413,Wow. Just wow. The lighting rig they brought added a whole new dimension to the venue. If I could give six stars I would. Guests are still talking about it.,5,2025-03-10,0.8982,0.983,0.9491,POSITIVE
R414,B414,Terrible experience. Had to be asked repeatedly to adjust the volume to an acceptable level. Asked for a refund and will be leaving reviews everywhere.,4,2025-07-06,0.3988,0.8851,0.6906,POSITIVE
R415,B415,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. We were blown away by how well they adapted to different audience moods. Cannot recommend highly enough!,5,2026-02-01,0.4612,0.9834,0.7745,POSITIVE
R416,B416,Superb performance from start to finish. Every single technical element was handled with care and expertise. The guests couldn't stop complimenting the entertainment.,5,2026-03-23,0.9257,0.9831,0.9601,POSITIVE
R417,B417,Superb performance from start to finish. Their original material was a real talking point among our guests. The guests couldn't stop complimenting the entertainment.,5,2026-03-13,0.906,0.9838,0.9527,POSITIVE
R418,B418,"Incredibly professional attitude from enquiry through to pack-down. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-09-12,0.7607,0.983,0.8941,POSITIVE
R419,B419,"They were a few minutes late arriving but made up for it with a decent set. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2025-01-26,0.9442,0.5,0.6777,POSITIVE
R420,B420,Exceptional talent. Arrived a full hour early and set up without any fuss. They had the whole room on their feet within minutes. Truly memorable.,5,2025-03-07,0.8589,0.9828,0.9333,POSITIVE
R421,B421,Good performance and good attitude. Incredibly professional attitude from enquiry through to pack-down. Would appreciate a slightly more varied setlist next time.,4,2024-12-26,0.9088,0.9824,0.953,POSITIVE
R422,B422,Really great performance overall. Arrived a full hour early and set up without any fuss. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-04-04,0.9036,0.9824,0.9509,POSITIVE
R423,B423,Okay performance for the price point. Good talent but the pacing felt uneven — big peaks and then lulls. Wouldn't rush to rebook but wouldn't discourage others either.,3,2024-10-11,0.8714,0.5,0.6486,POSITIVE
R424,B424,Wow. Just wow. Every single technical element was handled with care and expertise. If I could give six stars I would. Guests are still talking about it.,5,2025-12-31,0.9478,0.9834,0.9692,POSITIVE
R425,B425,"Fantastic night! They stayed thirty minutes over schedule — for free — because the crowd demanded it. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2024-10-04,0.9431,0.9828,0.9669,POSITIVE
R426,B426,"Not bad, not great. A solid performance, though it felt like they were playing it safe creatively. If they tightened up the transitions between songs it would make a big difference.",3,2026-05-24,0.9576,0.5,0.6831,POSITIVE
R427,B427,The lighting rig they brought added a whole new dimension to the venue. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-03-25,0.7782,0.9826,0.9008,POSITIVE
R428,B428,Crowd engagement was phenomenal — they read the room perfectly. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-05-12,0.953,0.9837,0.9714,POSITIVE
R429,B429,Exceptional talent. The lighting rig they brought added a whole new dimension to the venue. They had the whole room on their feet within minutes. Truly memorable.,5,2025-08-22,0.8348,0.9819,0.9231,POSITIVE
R430,B430,Crowd engagement was phenomenal — they read the room perfectly. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-08-31,0.953,0.9837,0.9714,POSITIVE
R431,B431,"Seamlessly transitioned between genres to keep all demographics happy. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-09-13,0.8462,0.9831,0.9283,POSITIVE
R432,B432,Really great performance overall. Arrived a full hour early and set up without any fuss. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-03-24,0.9036,0.9824,0.9509,POSITIVE
R433,B433,Really great performance overall. Crowd engagement was phenomenal — they read the room perfectly. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-07-23,0.9489,0.9832,0.9695,POSITIVE
R434,B434,Okay performance for the price point. Sound check took longer than expected but the performance itself was reasonable. Wouldn't rush to rebook but wouldn't discourage others either.,3,2025-10-18,0.7672,0.5,0.6069,POSITIVE
R435,B435,"Fantastic night! Perfectly punctual, impeccably presented, and artistically superb. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-05-16,0.977,0.9829,0.9805,POSITIVE
R436,B436,"Very enjoyable night. The vocalist has an exceptional range and genuine stage presence. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-02-23,0.8825,0.9828,0.9427,POSITIVE
R437,B437,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Their original material was a real talking point among our guests. Cannot recommend highly enough!,5,2025-02-01,0.5618,0.9833,0.8147,POSITIVE
R438,B438,Enjoyed the performance very much. Their original material was a real talking point among our guests. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2026-01-17,0.894,0.9836,0.9477,POSITIVE
R439,B439,Enjoyed the performance very much. The acoustic set during dinner was the perfect touch of elegance. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2024-10-20,0.952,0.9827,0.9704,POSITIVE
R440,B440,They interacted warmly with guests of all ages and backgrounds. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-04-27,0.8889,0.983,0.9454,POSITIVE
R441,B441,One star is being generous. Sound quality was poor throughout — muffled and unbalanced. Everything that could go wrong did go wrong.,5,2025-04-12,0.1408,0.9759,0.6419,POSITIVE
R442,B442,Attitude was rude and dismissive when guests made requests. Arrived late and the performance was below par. Wouldn't recommend for a formal event.,2,2024-06-28,0.187,0.2345,0.2155,NEGATIVE
R443,B443,"Wow. Just wow. Perfectly punctual, impeccably presented, and artistically superb. If I could give six stars I would. Guests are still talking about it.",5,2025-06-27,0.9754,0.9833,0.9801,POSITIVE
R444,B444,Superb performance from start to finish. We were blown away by how well they adapted to different audience moods. The guests couldn't stop complimenting the entertainment.,5,2026-06-03,0.9006,0.9834,0.9503,POSITIVE
R445,B445,The sound quality was absolutely crystal clear all night. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-04-19,0.8944,0.9826,0.9474,POSITIVE
R446,B446,High-quality entertainment. Every single technical element was handled with care and expertise. Everything ran smoothly and the crowd response was fantastic.,4,2025-11-26,0.9312,0.982,0.9617,POSITIVE
R447,B447,Wow. Just wow. Played three of our requested songs and arranged them beautifully. If I could give six stars I would. Guests are still talking about it.,5,2025-02-05,0.9644,0.9836,0.9759,POSITIVE
R448,B448,"Crowd engagement was phenomenal — they read the room perfectly. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-12-17,0.9616,0.9836,0.9748,POSITIVE
R449,B449,What an incredible evening. Crowd engagement was phenomenal — they read the room perfectly. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-12-08,0.9666,0.984,0.977,POSITIVE
R450,B450,Ignored our pre-agreed setlist and played entirely different material. Several guests left before the set finished. Not the outcome we were hoping for.,2,2026-01-22,0.7202,0.2336,0.4282,NEUTRAL
R451,B451,"Fantastic night! Incredibly professional attitude from enquiry through to pack-down. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",2,2025-12-15,0.9202,0.9826,0.9577,POSITIVE
R452,B452,Arrived 45 minutes late with no apology or explanation. We ended up playing a Spotify playlist for our guests. A total waste of money.,5,2025-03-08,0.3256,0.8107,0.6167,POSITIVE
R453,B453,Outstanding! The acoustic set during dinner was the perfect touch of elegance. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2026-05-04,0.9724,0.9822,0.9783,POSITIVE
R454,B454,The performance lasted only 40 minutes despite booking a two-hour slot. Ruined what should have been a special occasion. Completely unprofessional.,5,2024-12-02,0.1942,0.957,0.6519,POSITIVE
R455,B455,Stay away. Sound quality was poor throughout — muffled and unbalanced. Not a single positive thing to say about the experience.,1,2024-06-12,0.1397,0.7595,0.5116,NEUTRAL
R456,B456,Superb performance from start to finish. Seamlessly transitioned between genres to keep all demographics happy. The guests couldn't stop complimenting the entertainment.,5,2025-06-15,0.9342,0.9831,0.9636,POSITIVE
R457,B457,Arrived 45 minutes late with no apology or explanation. Several guests left before the set finished. Not the outcome we were hoping for.,2,2026-03-14,0.6962,0.2272,0.4148,NEUTRAL
R458,B458,"Wow. Just wow. Perfectly punctual, impeccably presented, and artistically superb. If I could give six stars I would. Guests are still talking about it.",5,2026-02-14,0.9754,0.9833,0.9801,POSITIVE
R459,B459,Enjoyed the performance very much. Every single technical element was handled with care and expertise. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-07-09,0.911,0.9831,0.9543,POSITIVE
R460,B460,"Very enjoyable night. Their original material was a real talking point among our guests. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-07-28,0.9024,0.9834,0.951,POSITIVE
R461,B461,Superb performance from start to finish. Crowd engagement was phenomenal — they read the room perfectly. The guests couldn't stop complimenting the entertainment.,5,2025-02-01,0.9614,0.983,0.9744,POSITIVE
